epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
98,19253.3,0.68629,0.35461,0.9128,0.87871,0.85036,0.88669,0.5883,1.15021,0.60301,1.19441,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
99,19448.4,0.6825,0.35385,0.91016,0.87727,0.85039,0.88738,0.58902,1.14994,0.60647,1.1956,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
100,19643.4,0.68123,0.35362,0.9093,0.87858,0.84689,0.88688,0.58919,1.15124,0.60761,1.19783,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
101,19838.3,0.6707,0.34756,0.90691,0.88038,0.84812,0.88748,0.58976,1.14959,0.60666,1.1981,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
102,20033.3,0.6693,0.3464,0.90406,0.87939,0.84748,0.88655,0.5892,1.14935,0.60667,1.19893,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
103,20228.2,0.65626,0.34389,0.90371,0.87743,0.8494,0.88723,0.59025,1.14801,0.60256,1.19924,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
104,20423.1,0.65521,0.33938,0.90159,0.87947,0.84685,0.8877,0.58968,1.14607,0.59978,1.19932,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
105,20618.1,0.64604,0.3348,0.89604,0.87814,0.84813,0.88707,0.58858,1.1455,0.60055,1.19961,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
106,20813.2,0.6502,0.33584,0.89902,0.88167,0.84431,0.88646,0.58806,1.1456,0.60237,1.20048,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
107,21008.2,0.63592,0.32796,0.89379,0.87541,0.84846,0.88537,0.58775,1.14709,0.60438,1.20232,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
108,21203.3,0.63514,0.32676,0.89167,0.87959,0.84337,0.88503,0.58752,1.14798,0.60406,1.20267,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
109,21398.2,0.62477,0.32684,0.89107,0.87986,0.84479,0.88445,0.58726,1.14756,0.60398,1.20328,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
110,21593.2,0.62558,0.32765,0.89043,0.87929,0.84527,0.88425,0.58726,1.14689,0.60553,1.20372,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
111,21788.6,0.62118,0.32226,0.88684,0.87993,0.84533,0.88334,0.58675,1.14655,0.60583,1.20423,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
112,21983.9,0.61956,0.32314,0.88854,0.87426,0.84968,0.88373,0.58666,1.14667,0.60819,1.20504,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
113,22179.1,0.60602,0.31601,0.88359,0.87569,0.84935,0.88371,0.58701,1.1467,0.60917,1.20629,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
114,22374,0.60416,0.31254,0.88325,0.8775,0.84738,0.88375,0.58801,1.14742,0.61264,1.20741,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
115,22569.3,0.6013,0.31432,0.88288,0.87637,0.84735,0.88366,0.58635,1.14791,0.61233,1.20839,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
116,22764.3,0.59321,0.31049,0.8816,0.87625,0.84706,0.88326,0.5875,1.14747,0.61229,1.20884,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
117,22959.2,0.59356,0.30975,0.87932,0.8845,0.83953,0.88317,0.58693,1.1477,0.61385,1.20945,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
118,23154.3,0.58956,0.31068,0.88203,0.87888,0.84686,0.88315,0.58671,1.14744,0.61392,1.2096,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
119,23349.5,0.5776,0.3017,0.87531,0.87887,0.84665,0.88324,0.58719,1.14693,0.61273,1.20998,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
120,23544.7,0.57384,0.30201,0.87388,0.88025,0.84141,0.88287,0.58696,1.14765,0.61417,1.2107,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
121,23739.5,0.56494,0.29918,0.87457,0.88476,0.83987,0.88313,0.58823,1.14746,0.61508,1.21097,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
122,23934.6,0.56274,0.29402,0.86921,0.88734,0.83796,0.88338,0.58848,1.14681,0.61568,1.21125,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
123,24129.8,0.55659,0.29287,0.87006,0.88551,0.838,0.88296,0.58829,1.14693,0.61615,1.21185,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
124,24324.7,0.55177,0.28841,0.86885,0.87816,0.84305,0.88308,0.5878,1.14664,0.6158,1.21262,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
125,24519.5,0.54562,0.28538,0.8675,0.87344,0.844,0.88208,0.58854,1.14633,0.61679,1.2136,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
126,24714.7,0.53996,0.28466,0.86453,0.88408,0.83541,0.88232,0.58872,1.14576,0.6167,1.21346,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
127,24909.8,0.54316,0.28559,0.8674,0.88475,0.83597,0.88168,0.58876,1.14487,0.61803,1.21324,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
